respondent_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
29,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
30,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
31,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
32,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333
33,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
34,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
35,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0
36,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
37,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
38,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666
39,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0
40,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
41,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
42,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
43,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0
44,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0
45,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
46,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0
47,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0
48,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
49,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666
50,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0
51,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0
52,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333
53,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0
54,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0
55,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
56,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0
57,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
58,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666
60,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
61,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
62,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333
63,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
64,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0
65,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333
66,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
67,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333
68,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0
69,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333
70,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
71,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
72,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0
73,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333
74,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0
75,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
76,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0
77,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333
79,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
80,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
81,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
82,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
83,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
84,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666
85,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
86,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666
87,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0
88,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
89,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0
90,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
91,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
92,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
93,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0
94,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0
95,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666
96,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
97,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
98,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
99,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
100,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
